,Code,Language,Type,URL,Stars,PushDate,build_script,expert,use_cmake,use_configure,usedHash,note
5980,FeggieBoss/OpenMP,C++,git,https://github.com/FeggieBoss/OpenMP.git,0,2021-12-19 02:39:52+00:00,,ci,,,,
5972,quiquemachado5/Prediccion-series-temporales-OpenMP-MPI,C,git,https://github.com/quiquemachado5/Prediccion-series-temporales-OpenMP-MPI.git,0,2021-12-20 19:45:10+00:00,,ci,,,,
7950,ubc-systopia/parsb,C++,git,https://github.com/ubc-systopia/parsb.git,0,2023-10-27 15:17:23+00:00,,ci,,,,
5964,Onyaxoxo/OpenMP-FEFU-,C++,git,https://github.com/Onyaxoxo/OpenMP-FEFU-.git,0,2021-12-22 04:56:03+00:00,,ci,,,,
5959,JasonPV/openmp-tasks,C++,git,https://github.com/JasonPV/openmp-tasks.git,0,2021-12-23 07:00:35+00:00,,ci,,,,
5982,Lakoc/Parallel_marching_cubes_OpenMP,C++,git,https://github.com/Lakoc/Parallel_marching_cubes_OpenMP.git,0,2021-12-18 18:12:11+00:00,,ci,,,,
6004,javiervela/tsp-genalg-parallel,C++,git,https://github.com/javiervela/tsp-genalg-parallel.git,0,2021-12-14 15:31:06+00:00,,ci,,,,
6000,MohamedAbdelAzeem/openMPI,C++,git,https://github.com/MohamedAbdelAzeem/openMPI.git,0,2021-12-14 18:32:26+00:00,,ci,,,,
5996,archie230/parprog_2021,C++,git,https://github.com/archie230/parprog_2021.git,0,2021-12-14 23:55:28+00:00,,ci,,,,
5992,styltsou/sparse_graph_triangle_counting,C,git,https://github.com/styltsou/sparse_graph_triangle_counting.git,0,2021-12-15 23:41:02+00:00,,ci,,,,
5988,shaharhikri/Sequence_Allignment-Parallel_implementation,C,git,https://github.com/shaharhikri/Sequence_Allignment-Parallel_implementation.git,0,2021-12-16 13:00:22+00:00,,ci,,,,
5954,tunnellm/OpenMP-Crystal-Growth,C++,git,https://github.com/tunnellm/OpenMP-Crystal-Growth.git,0,2021-12-26 02:40:44+00:00,,ci,,,,
5926,stephenstengel/hpc-lab2,C,git,https://github.com/stephenstengel/hpc-lab2.git,0,2022-01-06 02:15:04+00:00,,ci,,,,
5923,OctavioSaul/IDW_OpenMP,C++,git,https://github.com/OctavioSaul/IDW_OpenMP.git,0,2022-01-07 19:48:45+00:00,,ci,,,,
5918,AnouarWalziki/Galaxeirb,C,git,https://github.com/AnouarWalziki/Galaxeirb.git,0,2022-01-08 20:32:48+00:00,,ci,,,,
5914,eulbn/MonteCarlo-Integration-in-OpenMP-C,C,git,https://github.com/eulbn/MonteCarlo-Integration-in-OpenMP-C.git,0,2022-01-09 19:50:36+00:00,,ci,,,,
5910,kovdan01/parallel-computing,C++,git,https://github.com/kovdan01/parallel-computing.git,0,2022-01-10 06:20:31+00:00,,ci,,,,
5927,CyprienGille/Recherche-SousTableauMaximal-OpenMP,C,git,https://github.com/CyprienGille/Recherche-SousTableauMaximal-OpenMP.git,0,2022-01-05 23:54:03+00:00,,ci,,,,
5950,stas1f1/openmp,C++,git,https://github.com/stas1f1/openmp.git,0,2021-12-26 15:08:59+00:00,,ci,,,,
5947,SuperStrongDinosaur/OpenMPTest,C++,git,https://github.com/SuperStrongDinosaur/OpenMPTest.git,0,2021-12-28 16:19:21+00:00,,ci,,,,
5944,santaboi/hw5-openmp-,C,git,https://github.com/santaboi/hw5-openmp-.git,0,2021-12-29 10:04:19+00:00,,ci,,,,
5940,ayan2809/Parallel-and-Distributed-Computing,C,git,https://github.com/ayan2809/Parallel-and-Distributed-Computing.git,0,2021-12-31 16:15:19+00:00,,ci,,,,
5935,georgegoun/Parallel_Distributed_Systems_1,C,git,https://github.com/georgegoun/Parallel_Distributed_Systems_1.git,0,2022-01-03 02:29:30+00:00,,ci,,,,
6005,VinicioGramkow/Fita-Complementar-C-OpenMP,C++,git,https://github.com/VinicioGramkow/Fita-Complementar-C-OpenMP.git,0,2021-12-14 00:01:40+00:00,,ci,,,,
7923,sebastian-j-ibanez/ParallelPrefixSum,C++,git,https://github.com/sebastian-j-ibanez/ParallelPrefixSum.git,0,2023-11-05 16:12:12+00:00,,ci,,,,
6078,thatgirlprogrammer/matrix-multiplication-with-OpenMP,C,git,https://github.com/thatgirlprogrammer/matrix-multiplication-with-OpenMP.git,0,2021-11-26 19:41:32+00:00,,ci,,,,
6071,antonvoznia/ctu-pag-triangulation,C++,git,https://github.com/antonvoznia/ctu-pag-triangulation.git,0,2021-11-28 00:07:00+00:00,,ci,,,,
7926,dhivyeshrk/OpenMP_MPI_Assignments,C++,git,https://github.com/dhivyeshrk/OpenMP_MPI_Assignments.git,0,2023-11-03 04:25:21+00:00,,ci,,,,
7930,jkarthik-2004/OpenMp,C++,git,https://github.com/jkarthik-2004/OpenMp.git,0,2023-11-02 04:37:29+00:00,,ci,,,,
7922,pipablo11/CPA-code,C,git,https://github.com/pipablo11/CPA-code.git,0,2023-11-05 18:30:59+00:00,,ci,,,,
6103,gabrielevensen/Conways-Game-of-Life,C,git,https://github.com/gabrielevensen/Conways-Game-of-Life.git,0,2021-11-19 14:45:37+00:00,,ci,,,,
6099,niksakkas/Parallel-Systems-Project,C,git,https://github.com/niksakkas/Parallel-Systems-Project.git,0,2021-11-21 22:36:16+00:00,,ci,,,,
6096,Andre-MR-Pereira/csph_labs,C++,git,https://github.com/Andre-MR-Pereira/csph_labs.git,0,2021-11-22 13:42:05+00:00,,ci,,,,
6092,CarlosColnaghi/openmp,C,git,https://github.com/CarlosColnaghi/openmp.git,0,2021-11-23 04:02:34+00:00,,ci,,,,
6089,pjekenrico/Exercises_MPI,C++,git,https://github.com/pjekenrico/Exercises_MPI.git,0,2021-11-23 22:25:47+00:00,,ci,,,,
6062,Nelorth/nbody,C,git,https://github.com/Nelorth/nbody.git,0,2021-11-29 21:32:11+00:00,,ci,,,,
7939,bibaodi/openMP-reduction,C,git,https://github.com/bibaodi/openMP-reduction.git,0,2023-10-30 03:31:32+00:00,,ci,,,,
6024,rafiqulislam21/mandelbrot_set_and_2d_Convolution_with_openMp,C++,git,https://github.com/rafiqulislam21/mandelbrot_set_and_2d_Convolution_with_openMp.git,0,2021-12-08 09:48:20+00:00,,ci,,,,
6020,rahult18/Parallelisation-of-DES-Algorithm,C++,git,https://github.com/rahult18/Parallelisation-of-DES-Algorithm.git,0,2021-12-08 17:42:43+00:00,,ci,,,,
6017,denispostilnyak/OpenMP_MPI,C,git,https://github.com/denispostilnyak/OpenMP_MPI.git,0,2021-12-09 21:54:07+00:00,,ci,,,,
6013,Maxur1/OpenMp2,C,git,https://github.com/Maxur1/OpenMp2.git,0,2021-12-10 13:12:39+00:00,,ci,,,,
6028,amanikiruga/parallelized-prime-sieve,C++,git,https://github.com/amanikiruga/parallelized-prime-sieve.git,0,2021-12-07 15:49:14+00:00,,ci,,,,
6058,alireza-safdari/OpenMP_MatrixInverse,C++,git,https://github.com/alireza-safdari/OpenMP_MatrixInverse.git,0,2021-11-30 07:50:56+00:00,,ci,,,,
6052,abhi608/pagerank-graph-optimization,C++,git,https://github.com/abhi608/pagerank-graph-optimization.git,0,2021-12-01 00:20:46+00:00,,ci,,,,
6046,aqfort/mipt_omp,C++,git,https://github.com/aqfort/mipt_omp.git,0,2021-12-01 22:15:01+00:00,,ci,,,,
6042,vinnik-dmitry07/image-homography,C++,git,https://github.com/vinnik-dmitry07/image-homography.git,0,2021-12-02 20:33:29+00:00,,ci,,,,
6035,hasanparasteh/Parallel-PI,C,git,https://github.com/hasanparasteh/Parallel-PI.git,0,2021-12-05 20:09:26+00:00,,ci,,,,
6313,DorFerenc/Parallel_Computing_Drill3,C,git,https://github.com/DorFerenc/Parallel_Computing_Drill3.git,0,2023-06-10 00:37:44+00:00,,ci,,,,
6594,brunopaiva1/OpenMP,C,git,https://github.com/brunopaiva1/OpenMP.git,0,2023-03-29 20:07:43+00:00,,ci,,,,
6590,liuyiqian2018/A--mpi,C++,git,https://github.com/liuyiqian2018/A--mpi.git,0,2023-03-30 20:30:24+00:00,,ci,,,,
7807,coleanthony/parallel_computing,C,git,https://github.com/coleanthony/parallel_computing.git,0,2023-12-02 04:12:29+00:00,,ci,,,,
6583,Amall4/ParallelAssignment2,C,git,https://github.com/Amall4/ParallelAssignment2.git,0,2023-03-31 19:48:40+00:00,,ci,,,,
6579,nitishkrish16/IPC-using-shared-memory-and-Parallelization-with-openMP,C++,git,https://github.com/nitishkrish16/IPC-using-shared-memory-and-Parallelization-with-openMP.git,0,2023-04-01 03:08:44+00:00,,ci,,,,
7812,michalizn/parallel-computing,C,git,https://github.com/michalizn/parallel-computing.git,0,2023-12-01 08:49:44+00:00,,ci,,,,
6609,dominik-radulay/OpenMP,C,git,https://github.com/dominik-radulay/OpenMP.git,0,2023-03-23 22:41:47+00:00,,ci,,,,
6614,niv-e/ParallelComputation,C,git,https://github.com/niv-e/ParallelComputation.git,0,2023-03-22 16:24:09+00:00,,ci,,,,
7804,angsch/drsyl,C,git,https://github.com/angsch/drsyl.git,0,2023-12-02 08:39:36+00:00,,ci,,,,
6607,radu-andrei-oprea/SM-quick-sort-profiling-assignment,C,git,https://github.com/radu-andrei-oprea/SM-quick-sort-profiling-assignment.git,0,2023-03-24 11:56:24+00:00,,ci,,,,
6602,Hrithik-3961/Image-Modification-using-OpenMP,C,git,https://github.com/Hrithik-3961/Image-Modification-using-OpenMP.git,0,2023-03-25 18:04:36+00:00,,ci,,,,
7805,Goutham1217/ChromaSort-Parallelized_Watercolour_Sorting_Game,C,git,https://github.com/Goutham1217/ChromaSort-Parallelized_Watercolour_Sorting_Game.git,0,2023-12-02 05:58:48+00:00,,ci,,,,
6531,LijiangBettyXu/3D-Temperature-field-MPI-OpenMP,C++,git,https://github.com/LijiangBettyXu/3D-Temperature-field-MPI-OpenMP.git,0,2023-04-21 01:08:08+00:00,,ci,,,,
6538,janbabak/openMP-and-MPI-sandbox,C++,git,https://github.com/janbabak/openMP-and-MPI-sandbox.git,0,2023-04-18 08:45:48+00:00,,ci,,,,
6533,QwertyQwh/Elkan-OpenMP,C,git,https://github.com/QwertyQwh/Elkan-OpenMP.git,0,2023-04-19 20:48:13+00:00,,ci,,,,
6529,KocKaan/HeatDistributionModelling,C,git,https://github.com/KocKaan/HeatDistributionModelling.git,0,2023-04-21 04:17:01+00:00,,ci,,,,
6524,gihwanJang/OpenMp,C++,git,https://github.com/gihwanJang/OpenMp.git,0,2023-04-21 14:21:31+00:00,,ci,,,,
6520,siuying/OpenMP,C,git,https://github.com/siuying/OpenMP.git,0,2023-04-23 09:45:05+00:00,,ci,,,,
6558,Empyreus/OpenMP,C,git,https://github.com/Empyreus/OpenMP.git,0,2023-04-10 19:54:26+00:00,,ci,,,,
6566,michaj32/game_of_life,C,git,https://github.com/michaj32/game_of_life.git,0,2023-04-05 10:48:18+00:00,,ci,,,,
6561,kjhcocomi/2023-multicore-openmp-project,C++,git,https://github.com/kjhcocomi/2023-multicore-openmp-project.git,0,2023-04-07 05:27:58+00:00,,ci,,,,
6555,wrc042/OpenMPExample,C++,git,https://github.com/wrc042/OpenMPExample.git,0,2023-04-11 13:06:04+00:00,,ci,,,,
7816,MohShahin/Assignment-3-Parallelizing-Matrix-Multiplication-using-Pthreads-and-OpenMP,C,git,https://github.com/MohShahin/Assignment-3-Parallelizing-Matrix-Multiplication-using-Pthreads-and-OpenMP.git,0,2023-11-30 20:22:47+00:00,,ci,,,,
6546,allenvox/n-body,C,git,https://github.com/allenvox/n-body.git,0,2023-04-17 08:35:15+00:00,,ci,,,,
6681,lschweiger/NK_space_cpp_gomez,C++,git,https://github.com/lschweiger/NK_space_cpp_gomez.git,0,2023-03-02 01:04:56+00:00,,ci,,,,
6689,Jaideep11/Fibonacci-Series,C++,git,https://github.com/Jaideep11/Fibonacci-Series.git,0,2023-02-26 14:15:56+00:00,,ci,,,,
6683,jagumiel/Parallel-Programming-OpenMP,C,git,https://github.com/jagumiel/Parallel-Programming-OpenMP.git,0,2023-02-28 21:02:39+00:00,,ci,,,,
6679,ls25047/OpenMP,C++,git,https://github.com/ls25047/OpenMP.git,0,2023-03-02 19:36:32+00:00,,ci,,,,
6674,barbaracalderon/ine5645-omp-pthreads-speedup-efficiency,C,git,https://github.com/barbaracalderon/ine5645-omp-pthreads-speedup-efficiency.git,0,2023-03-03 14:31:32+00:00,,ci,,,,
6671,CMPUT420-W22/Lab3,C,git,https://github.com/CMPUT420-W22/Lab3.git,0,2023-03-04 05:50:48+00:00,,ci,,,,
6706,Navneeth2412/openmp,C,git,https://github.com/Navneeth2412/openmp.git,0,2023-02-20 05:52:36+00:00,,ci,,,,
6713,ptrvsrg/NSU-homework-C,C,git,https://github.com/ptrvsrg/NSU-homework-C.git,0,2023-02-18 06:24:02+00:00,,ci,,,,
6709,zardoru/dicecalc,C++,git,https://github.com/zardoru/dicecalc.git,0,2023-02-19 19:50:02+00:00,,ci,,,,
7781,jhmccoy9/RelationshipFinder,C++,git,https://github.com/jhmccoy9/RelationshipFinder.git,0,2023-12-08 04:37:35+00:00,,ci,,,,
6701,RyanLuong1/Parallel-Quicksort-Using-OpenMP,C++,git,https://github.com/RyanLuong1/Parallel-Quicksort-Using-OpenMP.git,0,2023-02-22 08:06:41+00:00,,ci,,,,
7784,Pratham-22/Parallel-word-search-using-open-mp,C,git,https://github.com/Pratham-22/Parallel-word-search-using-open-mp.git,0,2023-12-07 13:11:38+00:00,,ci,,,,
6630,viktordias/itFaperj,C,git,https://github.com/viktordias/itFaperj.git,0,2023-03-15 22:53:15+00:00,,ci,,,,
6636,FabienRoger/Distributed-Text-Search,C,git,https://github.com/FabienRoger/Distributed-Text-Search.git,0,2023-03-14 09:39:38+00:00,,ci,,,,
6632,RMResearch/OpenMPD_Libs,C++,git,https://github.com/RMResearch/OpenMPD_Libs.git,0,2023-03-14 18:47:44+00:00,,ci,,,,
7801,amoghraj096/OpenMP,C,git,https://github.com/amoghraj096/OpenMP.git,0,2023-12-03 04:47:14+00:00,,ci,,,,
6626,Laynur/-Parallel-computing,C++,git,https://github.com/Laynur/-Parallel-computing.git,0,2023-03-18 17:07:51+00:00,,ci,,,,
6622,OluwaseunOjeleye/OpenMP-based-Image-Processing-,C++,git,https://github.com/OluwaseunOjeleye/OpenMP-based-Image-Processing-.git,0,2023-03-20 11:08:53+00:00,,ci,,,,
6656,gezal74/OpenMP-Tutorial,C,git,https://github.com/gezal74/OpenMP-Tutorial.git,0,2023-03-07 08:26:33+00:00,,ci,,,,
7793,ciw-project-2023/OpenMPDemo,C++,git,https://github.com/ciw-project-2023/OpenMPDemo.git,0,2023-12-05 11:37:57+00:00,,ci,,,,
6659,samabraham2022/KNN-classifier-using-openmp,C++,git,https://github.com/samabraham2022/KNN-classifier-using-openmp.git,0,2023-03-06 18:06:45+00:00,,ci,,,,
6653,ChenxMa/OpenMP,C++,git,https://github.com/ChenxMa/OpenMP.git,0,2023-03-08 08:05:42+00:00,,ci,,,,
6649,nolanbaker31/parallel_computing_labs,C,git,https://github.com/nolanbaker31/parallel_computing_labs.git,0,2023-03-09 17:53:08+00:00,,ci,,,,
7795,KaiwenJon/Parallel-Programming-Models,C++,git,https://github.com/KaiwenJon/Parallel-Programming-Models.git,0,2023-12-05 01:14:11+00:00,,ci,,,,
6381,Symplectos/TwoNeighbours,C++,git,https://github.com/Symplectos/TwoNeighbours.git,0,2023-05-21 14:07:26+00:00,,ci,,,,
7851,mahya-ehs/Image-Search-OpenMP,C++,git,https://github.com/mahya-ehs/Image-Search-OpenMP.git,0,2023-11-22 09:46:37+00:00,,ci,,,,
6384,anuradha1901/OpenMP,C,git,https://github.com/anuradha1901/OpenMP.git,0,2023-05-20 16:05:42+00:00,,ci,,,,
6377,yujvv/DDsim,C++,git,https://github.com/yujvv/DDsim.git,0,2023-05-22 05:04:30+00:00,,ci,,,,
6374,andrijacenic/PS-OpenMP,C++,git,https://github.com/andrijacenic/PS-OpenMP.git,0,2023-05-22 14:57:46+00:00,,ci,,,,
6370,VladyslavMinaev/IPP-lab4,C++,git,https://github.com/VladyslavMinaev/IPP-lab4.git,0,2023-05-23 17:43:47+00:00,,ci,,,,
6407,puzzlef/pthread-block,C++,git,https://github.com/puzzlef/pthread-block.git,0,2023-05-15 09:13:34+00:00,,ci,,,,
7846,AHaque11/OpenMP_Matrix_Multiplication,C,git,https://github.com/AHaque11/OpenMP_Matrix_Multiplication.git,0,2023-11-24 02:25:57+00:00,,ci,,,,
7847,sbrepo2022/finite_difference_method_openmp,C++,git,https://github.com/sbrepo2022/finite_difference_method_openmp.git,0,2023-11-23 19:23:10+00:00,,ci,,,,
7848,lexical136/OpenMp_Conway-s_Game_Of_life,C,git,https://github.com/lexical136/OpenMp_Conway-s_Game_Of_life.git,0,2023-11-23 18:37:11+00:00,,ci,,,,
6401,Muzzammil-007/Parallel-Sorting-with-OpenMP-and-Pthreads,C++,git,https://github.com/Muzzammil-007/Parallel-Sorting-with-OpenMP-and-Pthreads.git,0,2023-05-16 11:52:58+00:00,,ci,,,,
6397,starkerfirst/USTC_2023SP_ParallelComputing,C,git,https://github.com/starkerfirst/USTC_2023SP_ParallelComputing.git,0,2023-05-17 04:05:21+00:00,,ci,,,,
6328,6wideframe6/Diploma-OpenMP-,C++,git,https://github.com/6wideframe6/Diploma-OpenMP-.git,0,2023-06-05 14:59:32+00:00,,ci,,,,
6334,alexrothm/MPI-OpenMP-Skeletons,C++,git,https://github.com/alexrothm/MPI-OpenMP-Skeletons.git,0,2023-06-02 16:38:13+00:00,,ci,,,,
6330,hammad-codes/OpenMPI-merge-and-Quick-Sort,C,git,https://github.com/hammad-codes/OpenMPI-merge-and-Quick-Sort.git,0,2023-06-03 15:32:25+00:00,,ci,,,,
6326,ULE-Informatica-2022-2023/openmp-MarioFuertesBurgo,C++,git,https://github.com/ULE-Informatica-2022-2023/openmp-MarioFuertesBurgo.git,0,2023-06-05 19:14:26+00:00,,ci,,,,
7867,AbdurRazzaqSiddiqui/Binary-Ternary-Interpolation-Search-using-OpenMP-and-MPI,C,git,https://github.com/AbdurRazzaqSiddiqui/Binary-Ternary-Interpolation-Search-using-OpenMP-and-MPI.git,0,2023-11-18 18:57:21+00:00,,ci,,,,
6318,fbizza/BigramsTrigrams,C++,git,https://github.com/fbizza/BigramsTrigrams.git,0,2023-06-08 16:43:05+00:00,,ci,,,,
6354,Weissle/openmp-learn,C++,git,https://github.com/Weissle/openmp-learn.git,0,2023-05-27 06:57:04+00:00,,ci,,,,
6360,seb-torres3600/OpenMP,C++,git,https://github.com/seb-torres3600/OpenMP.git,0,2023-05-26 03:38:49+00:00,,ci,,,,
6356,Flower734/openMP,C++,git,https://github.com/Flower734/openMP.git,0,2023-05-26 16:01:52+00:00,,ci,,,,
6352,CodeScorcher/Parallel_Computing_Assignments,C,git,https://github.com/CodeScorcher/Parallel_Computing_Assignments.git,0,2023-05-28 04:09:05+00:00,,ci,,,,
6347,srjoose/ARCO_P6,C++,git,https://github.com/srjoose/ARCO_P6.git,0,2023-05-29 17:29:43+00:00,,ci,,,,
7865,jaxelc92/producer-consumer-openMP,C,git,https://github.com/jaxelc92/producer-consumer-openMP.git,0,2023-11-19 05:12:26+00:00,,ci,,,,
6480,collin-gc/heatmap-omp,C++,git,https://github.com/collin-gc/heatmap-omp.git,0,2023-05-02 15:57:10+00:00,,ci,,,,
6488,thewill-i-am/Parallel-Shear-Sort-with-OpenMP,C++,git,https://github.com/thewill-i-am/Parallel-Shear-Sort-with-OpenMP.git,0,2023-04-30 06:04:48+00:00,,ci,,,,
6483,BenjaEsteban/Sistema-Distribuido,C,git,https://github.com/BenjaEsteban/Sistema-Distribuido.git,0,2023-05-02 01:46:25+00:00,,ci,,,,
7830,Zeikuart/Taller_OpenMP,C,git,https://github.com/Zeikuart/Taller_OpenMP.git,0,2023-11-27 09:15:37+00:00,,ci,,,,
7832,puzzlef/core-performance-openmp,C++,git,https://github.com/puzzlef/core-performance-openmp.git,0,2023-11-27 05:11:36+00:00,,ci,,,,
6473,Tomas-Homola/Tiazove_pole_openMP,C++,git,https://github.com/Tomas-Homola/Tiazove_pole_openMP.git,0,2023-05-03 19:45:55+00:00,,ci,,,,
6505,KondrackiLukasz/openMP,C,git,https://github.com/KondrackiLukasz/openMP.git,0,2023-04-26 18:08:02+00:00,,ci,,,,
6512,yalokk/OpenMP-Pankova,C++,git,https://github.com/yalokk/OpenMP-Pankova.git,0,2023-04-24 14:41:11+00:00,,ci,,,,
6507,m1ch96/OpenMPI,C++,git,https://github.com/m1ch96/OpenMPI.git,0,2023-04-26 12:39:45+00:00,,ci,,,,
7827,mpgsd/Pararrel-Processing,C,git,https://github.com/mpgsd/Pararrel-Processing.git,0,2023-11-28 12:26:37+00:00,,ci,,,,
6500,MicheleFiorentino/Parallel-and-Distributed-Computing,C,git,https://github.com/MicheleFiorentino/Parallel-and-Distributed-Computing.git,0,2023-04-27 20:42:05+00:00,,ci,,,,
6497,jameshu15869/hpcdemos,C,git,https://github.com/jameshu15869/hpcdemos.git,0,2023-04-28 05:27:58+00:00,,ci,,,,
6433,RezaeiAlireza/Parallel-LLCS-Solver,C,git,https://github.com/RezaeiAlireza/Parallel-LLCS-Solver.git,0,2023-05-11 19:37:43+00:00,,ci,,,,
7840,nikisthaa/matrix-multiplication-hpc,C++,git,https://github.com/nikisthaa/matrix-multiplication-hpc.git,0,2023-11-25 22:15:10+00:00,,ci,,,,
7841,rzimmerdev/distributed-matrix,C,git,https://github.com/rzimmerdev/distributed-matrix.git,0,2023-11-25 15:11:09+00:00,,ci,,,,
6430,sy-cui/cs420_project,C++,git,https://github.com/sy-cui/cs420_project.git,0,2023-05-12 03:10:50+00:00,,ci,,,,
6427,Nethmini-Bandara/parallelizing_AES_algorithm_openMP,C,git,https://github.com/Nethmini-Bandara/parallelizing_AES_algorithm_openMP.git,0,2023-05-12 17:13:22+00:00,,ci,,,,
7844,yoparky/parallel-programming,C++,git,https://github.com/yoparky/parallel-programming.git,0,2023-11-24 19:45:02+00:00,,ci,,,,
6459,NoureddineTamssaout/OpenMP_Parallel_Programming,C,git,https://github.com/NoureddineTamssaout/OpenMP_Parallel_Programming.git,0,2023-05-05 16:19:03+00:00,,ci,,,,
6465,SergioEstevao11/FEUP-CPA-SieveOfEratosthenes,C++,git,https://github.com/SergioEstevao11/FEUP-CPA-SieveOfEratosthenes.git,0,2023-05-04 18:47:40+00:00,,ci,,,,
6460,suarvid/kafka-openmp,C,git,https://github.com/suarvid/kafka-openmp.git,0,2023-05-05 13:59:42+00:00,,ci,,,,
6455,michnik1/VHX-OpenMPI,C,git,https://github.com/michnik1/VHX-OpenMPI.git,0,2023-05-06 12:16:05+00:00,,ci,,,,
6450,tyrone-wu/ncsu-csc505-p2-final,C,git,https://github.com/tyrone-wu/ncsu-csc505-p2-final.git,0,2023-05-07 19:11:34+00:00,,ci,,,,
6447,HaykZrk/Programmation-parallele-Projet-Graphe,C,git,https://github.com/HaykZrk/Programmation-parallele-Projet-Graphe.git,0,2023-05-08 15:28:18+00:00,,ci,,,,
1617,vlkale/LLVMOMPmod,C++,git,https://github.com/vlkale/LLVMOMPmod.git,0,2018-02-23 20:28:56+00:00,,ci,,,,
1627,ManasaBmanu/convexhull-in-openmp,C++,git,https://github.com/ManasaBmanu/convexhull-in-openmp.git,0,2018-02-20 10:25:40+00:00,,ci,,,,
1622,nithinmanne/openmp,C++,git,https://github.com/nithinmanne/openmp.git,0,2018-02-22 08:34:28+00:00,,ci,,,,
1616,GayanSandaruwan/Concurrent-Matrix-Multiplication,C++,git,https://github.com/GayanSandaruwan/Concurrent-Matrix-Multiplication.git,0,2018-02-24 07:00:19+00:00,,ci,,,,
1609,henryiii/test_omp,C++,git,https://github.com/henryiii/test_omp.git,0,2018-02-27 13:18:17+00:00,,ci,,,,
1605,aaron94/ParallelComputing,C,git,https://github.com/aaron94/ParallelComputing.git,0,2018-03-02 14:01:33+00:00,,ci,,,,
1601,bgottlob/portfolio-performance-simulator,C,git,https://github.com/bgottlob/portfolio-performance-simulator.git,0,2018-03-04 20:34:39+00:00,,ci,,,,
1638,Italo-Vieira/ai-algorithms,C++,git,https://github.com/Italo-Vieira/ai-algorithms.git,0,2018-02-14 18:07:46+00:00,,ci,,,,
1670,UP-RS-ESP/MinGrid,C,git,https://github.com/UP-RS-ESP/MinGrid.git,0,2018-01-30 13:14:11+00:00,,ci,,,,
1662,yvetteyuanqin/Parallel-mergesort-openmp,C++,git,https://github.com/yvetteyuanqin/Parallel-mergesort-openmp.git,0,2018-02-05 04:09:00+00:00,,ci,,,,
1658,wuhaostudy1992/CannyMulti-thread-Openmp,C,git,https://github.com/wuhaostudy1992/CannyMulti-thread-Openmp.git,0,2018-02-07 07:48:50+00:00,,ci,,,,
1654,skitiz/Histograms,C,git,https://github.com/skitiz/Histograms.git,0,2018-02-07 19:26:07+00:00,,ci,,,,
1648,liliw/Autocorrelation,C,git,https://github.com/liliw/Autocorrelation.git,0,2018-02-09 23:15:54+00:00,,ci,,,,
1599,mcupo/Fractal-Mandelbrot,C++,git,https://github.com/mcupo/Fractal-Mandelbrot.git,0,2018-03-06 19:56:56+00:00,,ci,,,,
1560,yjhouma/openMP-bitonic,C,git,https://github.com/yjhouma/openMP-bitonic.git,0,2018-03-22 15:30:53+00:00,,ci,,,,
1556,Ojani-Eguia/ImageGeneratorTest,C,git,https://github.com/Ojani-Eguia/ImageGeneratorTest.git,0,2018-03-24 17:44:49+00:00,,ci,,,,
1551,rosevoul/parallel-game-of-life,C,git,https://github.com/rosevoul/parallel-game-of-life.git,0,2018-03-26 07:02:59+00:00,,ci,,,,
1547,mshah2493/Matrix-Multiplication-OpenMP-MPI,C,git,https://github.com/mshah2493/Matrix-Multiplication-OpenMP-MPI.git,0,2018-03-28 05:06:15+00:00,,ci,,,,
1538,erguzel/mm-mtx,C++,git,https://github.com/erguzel/mm-mtx.git,0,2018-04-01 22:36:05+00:00,,ci,,,,
1531,TyropeDeMotorChope/Homework-3-OpenMP-,C++,git,https://github.com/TyropeDeMotorChope/Homework-3-OpenMP-.git,0,2018-04-05 16:36:18+00:00,,ci,,,,
1563,ChristopherRobberts/particle_sim_openmp,C++,git,https://github.com/ChristopherRobberts/particle_sim_openmp.git,0,2018-03-22 01:19:00+00:00,,ci,,,,
1591,KamalovRuslan/Parallel-Computations,C++,git,https://github.com/KamalovRuslan/Parallel-Computations.git,0,2018-03-10 14:12:46+00:00,,ci,,,,
1586,marcvanheerden/knn_parallel_project,C,git,https://github.com/marcvanheerden/knn_parallel_project.git,0,2018-03-12 11:14:24+00:00,,ci,,,,
1581,shiva49814/OpenMPLoop,C++,git,https://github.com/shiva49814/OpenMPLoop.git,0,2018-03-14 23:13:46+00:00,,ci,,,,
1575,neasatang/concurrent-systems,C,git,https://github.com/neasatang/concurrent-systems.git,0,2018-03-16 22:19:06+00:00,,ci,,,,
1571,dengxu/offical_openmp,C++,git,https://github.com/dengxu/offical_openmp.git,0,2018-03-18 13:54:33+00:00,,ci,,,,
1567,cattaneo-riccardo/ExactMVA_OpenMP,C++,git,https://github.com/cattaneo-riccardo/ExactMVA_OpenMP.git,0,2018-03-20 15:00:30+00:00,,ci,,,,
1525,gvintux/openmp_example,C++,git,https://github.com/gvintux/openmp_example.git,0,2018-04-09 14:47:15+00:00,,ci,,,,
1777,jaxondk/cs324-openMP,C,git,https://github.com/jaxondk/cs324-openMP.git,0,2017-12-09 00:33:24+00:00,,ci,,,,
1771,jsussa/mandelbrot,C,git,https://github.com/jsussa/mandelbrot.git,0,2017-12-11 15:54:26+00:00,,ci,,,,
1766,epielemeier/oc-openmp-mandelbrot,C,git,https://github.com/epielemeier/oc-openmp-mandelbrot.git,0,2017-12-12 00:44:26+00:00,,ci,,,,
